InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
34869,ey914,Truth Door,35,2025-01-13,47.68,41,Argentina
53944,FG473,Best Very,19,2024-06-13,85.02,1,Cuba
37806,IK230,Hotel Ground,21,2025-02-09,85.8,59,Christmas Island
22635,OE408,Provide Yourself,23,2023-11-12,62.32,96,South Africa
36969,Ku087,Camera Family,13,2024-03-28,19.75,99,Belgium
87439,nw774,Believe Yet,45,2024-12-16,61.54,38,Tuvalu
26578,Za664,Executive Soon,23,2024-01-11,71.34,18,Cameroon
72503,OT058,Attorney Road,30,2024-10-12,72.94,99,Papua New Guinea
43719,xi370,Management Rule,17,2025-04-05,77.8,90,Syrian Arab Republic
80852,Gi035,Leg Rate,2,2023-08-20,5.37,12,Mexico
83628,Kz774,Accept Issue,17,2024-01-31,39.97,98,Malaysia
80248,Sj745,Lawyer Right,21,2023-11-09,67.53,57,Mali
22141,An566,Person Already,12,2023-11-23,12.89,1,Bulgaria
47320,TC311,Number Brother,19,2024-08-08,14.63,35,Gibraltar
98972,FG939,Bank Science,48,2024-10-06,1.73,57,Togo
25480,iV243,Form World,35,2024-03-20,11.97,49,Netherlands Antilles
76107,VU235,Radio Prepare,8,2024-11-12,44.83,48,Mali
75917,Xg319,Probably Least,10,2024-03-29,85.8,44,Egypt
26530,RT703,Factor Control,49,2024-11-09,43.04,74,Ethiopia
38992,qD347,Remember It,35,2024-11-10,57.03,79,Sri Lanka
71363,Sd567,Would They,28,2024-12-08,51.23,97,Togo
73398,LE137,Power Assume,45,2024-09-18,10.75,26,Western Sahara
90863,Vm696,Either Morning,22,2024-12-22,89.19,75,Cote d'Ivoire
40344,BG880,Law Opportunity,29,2025-05-06,9.11,23,Micronesia
87376,Zl136,Do While,34,2024-12-27,17.08,77,Macao
44953,qu256,Pm Reduce,4,2024-06-02,76.39,13,Sao Tome and Principe
17575,jC577,Apply Test,44,2023-11-07,56.99,100,Svalbard & Jan Mayen Islands
78359,WN511,Land Movement,6,2024-01-25,97.62,29,Gabon
33421,JL877,Among Between,46,2025-05-24,84.37,33,Turkmenistan
29813,rd469,Purpose Maintain,12,2024-04-26,49.7,86,New Caledonia
76747,Wc300,Central Then,23,2025-01-18,71.95,76,Saint Barthelemy
20120,Ks575,Cut Will,3,2023-08-26,46.48,56,Costa Rica
34762,YJ392,Government End,29,2025-05-04,64.33,42,Congo
36044,hs107,Week Actually,19,2025-04-17,8.1,87,Uganda
37707,MF619,Interview Traditional,37,2025-03-30,66.42,9,Bhutan
77507,Tr063,Boy Table,45,2025-01-22,97.59,78,Malawi
29476,Rd327,Service Fact,49,2024-04-20,21.07,11,Hungary
72214,LM131,Society War,19,2024-02-17,17.76,10,Kuwait
41074,nN013,Card His,34,2025-03-26,25.53,87,Saint Helena
72782,zt085,Subject Lay,40,2023-12-12,94.79,75,Libyan Arab Jamahiriya
68350,jL485,High Visit,41,2025-06-13,88.67,49,Falkland Islands (Malvinas)
97323,UH085,Protect Employee,40,2023-10-09,5.39,33,Peru
54645,vD484,Owner Woman,7,2025-04-30,90.85,20,Haiti
85076,af945,Recently Four,8,2025-07-16,92.27,74,Faroe Islands
99000,AL728,Know Even,14,2023-11-13,61.35,83,Libyan Arab Jamahiriya
15722,yf860,Doctor Say,32,2024-11-20,86.52,15,Guyana
61494,Oq358,Claim Positive,11,2024-09-08,61.49,52,Philippines
52784,Wh187,Suggest Evening,26,2025-06-20,47.7,22,Somalia
47043,YV647,Ball Born,3,2024-09-11,31.96,82,Mongolia
45580,ng893,Fall Six,37,2025-07-26,10.48,91,Grenada
79230,Jl874,Black Decision,15,2024-01-09,13.54,58,Liberia
40217,WF096,Professor That,5,2025-07-26,67.61,99,Sudan
14547,er776,Here Realize,30,2023-10-09,88.88,93,Germany
58534,GY490,Develop War,4,2025-07-01,43.62,23,Northern Mariana Islands
62525,OM539,Interest Can,40,2025-01-16,30.05,36,El Salvador
82181,Ud101,Report When,32,2023-10-22,63.48,15,Tajikistan
22800,Lt054,Lead Hear,5,2025-04-04,85.72,85,Croatia
47170,Rr937,Try Black,49,2025-03-08,42.78,71,Greenland
99196,AL538,Often Campaign,1,2025-07-04,41.34,82,Nauru
86727,lx642,Sister Really,3,2025-06-20,21.33,14,South Africa
25125,gY796,These Offer,33,2024-07-27,65.34,33,Kazakhstan
39527,Gi682,Again Rate,12,2023-09-21,26.52,34,Gibraltar
72535,aq721,Physical Light,7,2023-10-11,41.21,80,Belarus
95094,Ou699,Research Need,49,2025-01-21,94.1,1,Belgium
19604,xl963,Area Choose,10,2025-07-28,51.43,40,Sri Lanka
21820,zz958,Might Religious,49,2024-06-07,79.43,86,Bhutan
41897,SC522,Down While,4,2025-03-31,5.5,44,Ghana
61731,ni215,Memory Sing,22,2024-11-03,76.77,45,Haiti
76935,tI065,Garden Science,11,2023-08-13,44.79,59,Haiti
41254,Ve413,Find Class,3,2024-07-29,65.25,60,Bouvet Island (Bouvetoya)
37280,ce724,Adult Anything,1,2024-02-16,57.98,42,French Guiana
56263,uZ687,It Movement,42,2024-05-01,10.95,28,Somalia
99225,Eh303,Anything Camera,33,2024-09-29,58.9,99,Thailand
12676,zp072,Issue Our,17,2023-11-19,81.87,39,Togo
97789,XA885,Do Small,24,2024-02-28,55.67,26,Nigeria
21018,Cm837,Current Have,27,2025-01-17,23.4,39,Anguilla
36332,uA768,Just Western,21,2024-06-13,36.89,89,Falkland Islands (Malvinas)
56760,iB215,College Goal,11,2025-01-26,87.26,33,Lithuania
17071,dU683,Action Plan,27,2025-04-21,49.91,57,Denmark
44976,lX405,Great Range,22,2025-01-29,11.79,42,Guadeloupe
81032,Tr892,Focus Ask,2,2024-01-31,15.72,27,Oman
11581,qi980,Claim Party,42,2024-03-25,42.42,51,United States Minor Outlying Islands
93332,Cx628,Crime Political,11,2023-12-27,52.02,83,Tanzania
61002,ZC002,Spring Finally,40,2024-07-09,80.23,98,Central African Republic
12113,mH813,Sense Study,17,2024-10-04,5.95,61,Christmas Island
14470,rW874,Impact Increase,43,2025-08-08,63.31,49,Paraguay
80144,Li147,Ok Alone,10,2025-05-09,21.13,39,South Georgia and the South Sandwich Islands
36464,vo410,Set Know,2,2023-12-22,66.47,67,Pitcairn Islands
28424,jx062,Travel Day,33,2024-10-04,54.97,82,Uruguay
16817,Fs565,Ago Fire,25,2025-03-13,50.65,54,Oman
15820,Ev466,Many Civil,38,2024-07-13,2.93,51,Cote d'Ivoire
74793,wz458,Difficult Work,41,2023-11-24,54.02,32,Paraguay
32404,tL492,New Always,12,2023-10-17,68.32,33,Croatia
43415,iN542,Water Specific,3,2024-09-17,63.24,44,Thailand
74883,yf222,They Get,5,2024-07-08,76.18,98,Honduras
27185,vr502,Commercial One,6,2024-02-10,99.61,54,Argentina
59295,ve922,Low Organization,7,2024-03-16,94.81,62,United States of America
59309,dB844,Race Seek,16,2025-06-20,52.83,94,Qatar
80737,yg492,Employee Green,38,2024-10-30,5.48,45,Sao Tome and Principe
81926,PN797,Word Shake,7,2023-10-31,72.12,36,Brazil
16755,ho688,Republican Note,30,2024-10-19,19.63,34,Kuwait
29640,lH811,Study Discover,39,2024-07-25,36.94,74,Vanuatu
53267,bi607,Task Offer,33,2025-03-30,21.71,31,Guinea
42049,rV183,Bit Activity,35,2024-01-24,26.8,34,Algeria
53488,il532,Total Point,18,2025-07-12,29.69,36,United States Virgin Islands
58831,Vm972,Economy Push,31,2025-04-09,80.67,100,Zimbabwe
23222,TP228,Reason Others,11,2024-10-09,2.32,93,Timor-Leste
13214,wm277,Small Week,30,2023-09-10,80.94,8,Uganda
32721,wS503,Pattern Realize,42,2025-02-26,69.83,50,Chad
81904,kb010,Interview Kitchen,42,2024-03-05,94.89,13,Gambia
80321,fE060,Eat Past,22,2024-12-25,27.75,82,Liechtenstein
77327,Ys589,Later Bar,23,2024-03-16,61.22,65,Israel
19997,Jx973,Laugh Piece,29,2023-08-21,85.47,76,Comoros
67545,kt916,Might Business,20,2024-07-04,77.81,91,Georgia
71493,hE371,Common Tend,30,2025-01-11,44.8,72,Ukraine
49042,vJ520,Pick Third,30,2025-05-13,63.45,97,Bosnia and Herzegovina
74211,rp817,Must Its,32,2023-10-24,32.72,88,Cook Islands
94517,FS877,Firm Successful,4,2024-04-12,22.53,67,Puerto Rico
40122,Jt750,Risk Official,37,2023-09-11,85.48,16,Norway
65819,eg908,Detail Detail,44,2023-10-12,90.39,11,Serbia
52428,Us108,Someone Side,47,2025-02-06,96.02,69,Iraq
40243,Zs685,Whatever Cost,29,2023-12-07,86.16,91,Suriname
40731,Ev984,Center Box,3,2024-02-14,30.56,7,India
73905,OC832,Force Major,5,2025-05-07,92.37,16,Algeria
40567,Lz566,Even Carry,14,2025-01-20,3.7,65,Taiwan
98664,tk796,College Free,43,2024-09-27,53.59,15,Norway
50662,jR995,Shake Training,16,2025-02-08,80.05,27,Falkland Islands (Malvinas)
68536,ef698,Though Offer,1,2024-10-02,66.79,57,Dominica
77707,jx869,Better Worker,36,2023-08-14,4.31,72,Svalbard & Jan Mayen Islands
44229,GZ736,Across Above,9,2025-03-31,73.58,15,Luxembourg
19895,vu199,Most Red,26,2024-11-26,4.71,96,Slovakia (Slovak Republic)
80072,Pc086,Think Past,33,2025-07-04,25.62,63,United Arab Emirates
56228,Zi878,Force Interest,45,2024-07-02,37.24,24,Saint Vincent and the Grenadines
94281,zS009,Husband Goal,13,2024-08-27,48.03,42,Maldives
62330,Qq792,Claim Ahead,2,2024-12-12,25.0,81,Greece
37154,qu382,Traditional Travel,32,2023-11-02,84.26,28,Somalia
65768,Nd363,Market Win,19,2024-02-27,96.03,89,Australia
35969,hC985,Between Significant,45,2023-08-17,62.97,78,Papua New Guinea
41709,LB370,Door Side,17,2024-10-24,10.71,35,Finland
13397,vG711,Offer Right,49,2024-06-03,34.86,51,North Macedonia
27531,ix380,Seat Animal,41,2024-03-19,13.56,28,Pitcairn Islands
53433,KH085,Audience Physical,21,2023-08-25,71.57,78,Svalbard & Jan Mayen Islands
89849,VX390,Level Whose,14,2025-07-26,67.83,64,France
17881,Xb672,Staff Audience,6,2023-12-08,97.53,60,Philippines
35002,Gi150,Land South,5,2025-06-09,34.27,58,Tonga
46911,wo991,Resource Number,6,2024-03-12,34.56,72,Lebanon
80161,AD762,Song Mouth,38,2024-10-02,20.17,65,Vietnam
17493,ld470,Level Available,6,2025-01-21,74.13,2,Saint Pierre and Miquelon
60856,yU259,They Kind,20,2025-05-19,57.08,27,Brazil
18979,Mt102,Rock Let,41,2024-03-10,44.96,100,Western Sahara
52021,Fm720,Lay Forward,38,2024-09-22,19.47,58,Honduras
49469,az500,Poor Current,6,2024-11-06,14.35,16,Palestinian Territory
37899,bi337,Behavior Office,10,2025-05-15,89.23,24,Vanuatu
76381,rN842,Along Say,46,2025-06-15,80.12,71,Bhutan
86108,cp649,Yeah Lot,27,2024-01-09,49.98,83,Australia
15058,MR715,Respond Different,33,2024-06-23,35.92,49,Mauritania
85863,Sk675,Summer Political,46,2025-01-12,14.69,70,Isle of Man
99867,QQ517,Safe Figure,22,2024-09-17,18.41,79,Bahamas
51938,oe002,Quality Plan,36,2024-06-30,93.79,69,Cyprus
74543,Dx779,Citizen Blue,30,2023-11-22,59.36,77,Armenia
61333,kB319,Focus Miss,31,2024-06-01,80.7,43,Somalia
20827,Mr978,Take Reflect,49,2024-03-17,93.46,25,British Indian Ocean Territory (Chagos Archipelago)
88994,DX473,Amount Also,36,2024-11-13,10.93,87,Kuwait
58358,Pv082,Look Staff,22,2024-11-17,77.44,67,Japan
25560,DI180,Maintain Wind,33,2024-08-06,63.72,70,Christmas Island
27461,lS611,Agent Care,11,2025-02-12,32.52,2,Luxembourg
86329,rc212,Political Decide,25,2024-08-11,78.41,24,Belize
90746,lu270,Of The,4,2024-01-14,18.05,89,Guinea
36807,SK845,North Building,6,2024-03-30,28.03,98,Oman
61561,fA382,Employee Area,12,2023-12-31,5.64,73,Romania
74168,aB666,Election Stuff,24,2024-10-17,94.38,65,Saint Helena
59404,Qf654,Administration Have,23,2024-09-07,89.06,78,Netherlands Antilles
51341,tk860,Write Her,39,2024-01-31,92.05,85,Iceland
35876,Kc573,War Store,16,2024-12-12,87.65,74,Antarctica (the territory South of 60 deg S)
99186,jf439,Fight Body,22,2023-12-17,72.87,1,Panama
35354,Js854,Newspaper While,29,2024-02-23,54.63,48,French Southern Territories
46236,Xp569,Head Drive,33,2024-02-19,24.79,36,Montserrat
19830,Dr727,Successful Indicate,42,2023-11-22,77.31,34,Djibouti
87422,Jb075,Whatever Name,41,2025-02-28,7.72,64,Singapore
13546,hG871,Information Send,42,2023-09-18,31.48,10,Ecuador
60720,iv815,Allow Candidate,7,2023-11-27,51.3,90,Kuwait
89381,Ib143,Low Still,47,2025-01-13,61.23,6,Libyan Arab Jamahiriya
91890,nE640,Daughter And,42,2024-08-19,60.48,65,China
40508,KY226,Them Eat,24,2025-06-18,84.32,61,Guam
12948,TA205,Place Share,22,2025-08-05,30.06,89,Nigeria
63976,pj799,Poor Business,29,2024-12-13,91.9,40,Slovakia (Slovak Republic)
76787,sb225,At Left,28,2024-10-19,74.3,77,Fiji
94901,aa287,Minute Significant,10,2025-05-23,3.44,76,Malawi
80477,zq403,Guy Set,14,2025-07-21,88.6,94,Greenland
52598,wL400,Role Agent,42,2025-03-08,92.48,37,Botswana
16419,br989,Dream Know,15,2023-12-31,91.49,7,Germany
96156,SW484,Customer Former,14,2024-11-30,47.11,91,Austria
36963,Cs882,Herself Method,2,2024-07-08,65.19,13,Serbia
63839,ti707,List Current,44,2024-11-02,63.79,55,Haiti
25888,Fl800,Say Recently,42,2024-06-21,10.48,96,Germany
83212,PF319,Something Into,49,2025-06-23,29.79,46,Belarus
25358,Hs107,All Production,8,2025-02-03,23.37,52,United States of America
16765,gu356,Myself Health,32,2023-10-27,42.69,88,Martinique
53128,Tx597,Woman Move,21,2023-08-12,68.32,48,Aruba
96606,QH912,Save Rule,22,2023-12-06,55.98,74,Botswana
32541,uA351,Result Growth,40,2025-05-09,74.89,22,Bouvet Island (Bouvetoya)
96293,DM657,Them Seem,13,2024-03-30,90.39,38,Cameroon
93218,hB633,Form Professional,39,2024-11-04,44.29,38,Korea
70991,Vb972,Power Four,44,2024-04-20,5.97,3,Portugal
17069,XZ578,Message Structure,46,2023-11-20,89.15,73,Cambodia
91943,oi292,Road Food,28,2025-05-14,98.21,100,Jordan
57370,kz090,Rule Behind,30,2023-11-02,3.56,26,Niger
86335,zA447,Hand Wear,26,2024-12-17,48.79,91,Saint Barthelemy
17828,rD459,Walk Identify,20,2025-03-10,30.05,38,Liechtenstein
36881,DI144,Game Mean,4,2023-10-26,95.13,65,Bouvet Island (Bouvetoya)
51208,Mk619,Company Arm,1,2024-08-05,70.82,34,Palestinian Territory
61784,Nb484,Also Top,13,2025-05-06,42.63,65,Zambia
13936,zL326,Increase Music,33,2025-01-01,86.1,38,Spain
98258,fj596,City Reflect,35,2023-12-12,17.33,7,Barbados
22270,gI749,Heavy Debate,10,2025-03-10,40.88,50,Vanuatu
98270,KT409,Artist Charge,23,2024-05-27,86.74,23,Martinique
35505,Dg820,Particular Course,8,2024-07-14,4.86,1,Moldova
69410,gq466,Knowledge Light,25,2023-12-14,82.79,9,France
24412,Ej304,Move Himself,26,2023-11-23,57.32,42,Egypt
45226,dn364,Subject Company,34,2025-01-18,44.31,93,Mexico
86839,Sk628,System There,14,2024-12-25,96.31,39,Palestinian Territory
66841,DK670,Put Measure,24,2024-08-17,99.45,50,Belgium
70049,kB016,Environmental Sign,26,2024-05-16,41.85,27,Niger
47522,Ir568,Fine Imagine,44,2023-09-26,61.09,83,Guinea
64605,gU878,Later The,42,2024-08-29,21.04,40,New Zealand
11827,ai917,Identify Nearly,32,2024-11-10,71.86,55,Timor-Leste
60568,KU699,Age Rest,6,2023-11-29,97.23,75,Tanzania
45766,El648,Many Data,31,2025-06-25,82.83,6,Iceland
17598,se678,Building Born,4,2023-09-24,10.09,54,Burkina Faso
72582,lh736,People Fire,9,2023-09-12,15.58,63,Anguilla
22919,KR323,Sense Exist,2,2024-12-19,72.79,66,Qatar
80190,Su082,Remain Hand,5,2025-08-11,72.17,96,Albania
91134,Ph190,Science Toward,6,2025-04-12,23.53,86,Saint Pierre and Miquelon
67379,ZU534,Without Either,36,2023-09-15,97.54,63,Tajikistan
53202,ET755,Difference Six,45,2024-03-15,35.92,23,Guinea
60931,Ll082,Their Sound,37,2024-07-09,15.64,34,Antigua and Barbuda
16456,LA459,Quickly Kitchen,9,2025-04-17,10.25,44,Botswana
78515,Kz315,Energy Then,8,2025-03-18,12.99,13,Mozambique
24260,Xu656,Air Method,8,2024-11-18,70.18,36,Somalia
39439,ql875,Human Rule,32,2024-03-29,4.94,51,Heard Island and McDonald Islands
23719,TW216,Apply Report,3,2025-05-13,33.01,32,Martinique
80205,VC811,Yeah Opportunity,16,2024-05-05,92.85,44,Solomon Islands
53625,bH088,Season Put,44,2024-08-18,3.58,22,Reunion
12732,eK205,Democratic Present,49,2024-12-20,54.03,23,Italy
78676,mm356,Second Approach,27,2023-11-13,82.99,52,Uzbekistan
11068,wH281,Different Number,34,2024-11-26,22.14,40,Argentina
32199,np923,Direction Someone,16,2023-08-26,38.19,98,Austria
40320,YP622,Morning View,9,2025-04-15,33.42,74,France
36548,AV282,Provide She,14,2025-02-15,30.92,34,Guadeloupe
50970,rb858,Cost Continue,47,2024-02-25,8.36,1,French Guiana
42056,eJ447,Staff Kid,8,2025-03-04,81.61,54,Norway
70013,Vx080,Bit Throughout,20,2023-09-26,1.26,82,Kiribati
85389,YJ049,Through Simply,45,2023-12-05,29.03,22,Belgium
22182,FG250,World Design,31,2024-02-22,23.35,33,Tonga
38633,aM174,Themselves Camera,36,2024-11-04,19.96,82,Czech Republic
69012,db310,Yourself Charge,49,2025-05-01,37.8,98,Saint Barthelemy
34109,Zo803,Will Writer,7,2023-11-27,53.57,77,Paraguay
37484,HB821,Smile World,13,2023-08-21,34.44,6,Aruba
97618,uY772,Anyone Term,12,2023-09-09,21.11,44,Azerbaijan
55283,us744,Stuff Result,33,2024-03-19,62.67,47,Australia
35071,yL262,Impact State,12,2024-09-04,7.36,72,Samoa
95577,sn770,War Attention,49,2025-08-05,10.35,71,Armenia
95521,nU115,Even Head,6,2025-06-17,66.31,39,Palestinian Territory
27501,cc210,Less Study,35,2024-09-16,40.55,33,Dominica
83201,Bm787,Green Mr,46,2024-04-11,8.65,14,Turks and Caicos Islands
66010,NL994,Economic Media,45,2025-05-17,28.45,7,Cyprus
12636,go460,Ok Campaign,39,2024-06-17,66.77,95,Bahamas
42673,jq104,Finally Win,3,2025-04-02,93.28,21,Antarctica (the territory South of 60 deg S)
34891,my221,Poor Blue,28,2025-05-16,7.94,84,Solomon Islands
27808,oW706,Glass Hold,45,2025-04-24,77.38,86,Sweden
48112,bl475,Before Maybe,39,2024-12-14,4.96,44,Guinea-Bissau
99263,xf429,Indeed Improve,7,2024-07-06,98.95,19,Mozambique
99226,fr013,Five View,15,2024-11-11,22.25,66,Croatia
68495,Ay531,Hour Way,32,2024-06-30,38.88,4,Dominican Republic
31030,qo894,Once Improve,28,2024-02-18,87.85,95,Congo
81867,ce593,Executive Population,49,2024-01-30,87.28,98,Hungary
55563,vT663,Few Across,18,2023-09-16,98.13,72,Turkey
64321,jN847,Into Dog,42,2023-11-23,87.01,100,Sweden
14423,SF064,Second Spend,18,2025-08-02,18.36,96,United Arab Emirates
83681,HR731,Other Important,35,2025-05-16,92.79,56,United Arab Emirates
14718,Hz194,Successful Growth,4,2025-06-03,30.43,69,Spain
89179,BG243,Behavior Low,36,2024-08-12,43.15,96,Reunion
49150,Ei000,Put Pretty,29,2023-11-07,56.48,87,Chile
15695,fR677,Subject West,9,2024-01-08,97.46,69,Guernsey
65595,eM188,Whole Part,14,2025-07-31,58.79,24,Mauritania
72110,nb997,Service Door,39,2024-04-12,4.42,23,British Indian Ocean Territory (Chagos Archipelago)
76892,pr110,Enough Sister,19,2025-05-24,91.84,70,Reunion
44157,ou387,Ground Base,5,2024-07-24,12.39,24,Hungary
11683,vm930,Expert Unit,6,2024-05-11,52.3,53,Croatia
56548,cp696,Information Movement,24,2024-02-15,39.42,41,Western Sahara
90376,Hj233,Couple Design,39,2024-03-16,80.11,32,Seychelles
46894,hp956,Blue Also,20,2024-01-21,41.25,84,Equatorial Guinea
78266,Lh483,Near Apply,15,2024-07-20,64.2,76,Saint Lucia
27609,hL213,Research Feel,32,2024-06-11,45.93,86,Ghana
19906,kZ051,Include Condition,41,2025-03-27,6.96,67,Congo
45522,iA849,Nature None,45,2025-01-01,61.68,68,Jordan
56595,mx479,Real Street,24,2025-01-15,70.34,95,Antarctica (the territory South of 60 deg S)
90834,Qp205,Possible When,2,2023-11-21,23.45,9,Venezuela
25838,uK637,Decision Threat,45,2025-06-01,42.37,2,El Salvador
75704,xv182,Happen Follow,40,2024-07-18,83.29,45,Cayman Islands
69753,xF512,Professional Plan,20,2023-09-28,34.99,59,Mauritius
99405,XD490,Western Role,33,2023-10-08,44.84,92,Canada
22934,Mq308,Drop Boy,28,2024-05-20,91.08,21,Colombia
79351,Fq416,Mean Them,4,2024-03-29,92.54,39,Switzerland
10815,ao133,Entire View,19,2024-07-31,38.24,45,Kuwait
41986,HD585,Year Hand,24,2024-12-08,9.46,18,Uganda
44441,PL184,Line Glass,41,2025-06-16,4.79,22,Croatia
28333,fA548,Someone Ask,37,2024-09-05,93.81,100,Italy
43171,AZ564,Window It,37,2025-04-06,26.21,97,Pakistan
40990,UC302,Foot Account,46,2023-08-18,19.11,52,Dominica
77447,OW044,Gas Number,1,2024-11-10,94.25,88,Nicaragua
63611,al285,Fire Again,3,2025-02-21,26.29,29,United States of America
66220,CU125,Ten He,10,2024-01-20,40.09,49,Uruguay
85590,tA976,Operation Especially,19,2023-09-23,25.38,95,Ghana
13668,SK579,Group Front,15,2024-03-19,72.32,67,Switzerland
39205,fx456,Test Billion,27,2024-03-17,28.8,80,New Zealand
74541,ky602,Yourself Case,18,2025-03-24,80.14,24,Tuvalu
98511,kj757,Direction Machine,48,2024-05-06,72.12,77,Bahamas
54806,Bc006,Indicate Executive,47,2024-08-12,74.37,63,Oman
26355,Yy687,Pass Whose,42,2025-05-16,40.82,100,Antigua and Barbuda
74534,OY831,Yeah Hear,34,2023-09-29,33.93,19,Lesotho
24203,NY930,Adult Sister,8,2023-12-31,41.48,19,Burundi
74195,uO069,Writer Behavior,19,2024-11-12,36.41,14,Isle of Man
34720,yx792,Congress Race,11,2025-01-23,72.16,37,Egypt
38985,JM175,Reality Interesting,33,2024-02-20,10.03,46,Colombia
32869,hC700,Officer Night,23,2025-06-27,79.28,88,Myanmar
14064,zX800,Weight As,25,2025-06-29,35.73,65,Bermuda
70549,zg399,Price None,24,2024-03-23,51.66,4,Senegal
59198,BO883,Agent Sell,42,2025-01-28,33.83,10,Reunion
39932,Uz148,Attention Air,12,2023-10-31,11.69,21,Central African Republic
25857,hl121,Compare Surface,5,2025-05-28,24.4,54,Czech Republic
71677,vw680,Must Tree,37,2025-06-15,89.97,67,Burundi
67693,xg625,Air Fast,30,2024-10-17,74.28,36,Cote d'Ivoire
16087,Yx523,Image Interview,18,2024-07-19,27.68,49,Saint Lucia
13602,kE041,Resource Report,44,2024-05-21,96.64,73,Bolivia
25702,tP175,Leg System,23,2024-06-08,97.03,98,Fiji
48308,AX038,Hard Else,1,2025-06-24,94.06,19,Ireland
90070,rS981,Simply Specific,8,2024-09-29,71.65,57,Antarctica (the territory South of 60 deg S)
99682,xH291,Hundred Also,47,2025-05-11,49.5,77,Bulgaria
35869,rV024,Training Accept,3,2025-01-26,36.21,51,Marshall Islands
22580,tM372,Finish Our,43,2024-04-11,37.13,95,Swaziland
98983,Xu557,Still Bank,18,2025-05-23,95.93,12,Saudi Arabia
27159,xO396,Consumer Quickly,29,2024-08-04,11.23,25,Brazil
46834,hk294,Once Turn,18,2024-06-03,34.75,50,Brunei Darussalam
40196,Jj873,Moment Treatment,39,2025-06-15,31.25,33,Eritrea
31873,eC144,Fact Region,47,2024-07-28,56.87,12,British Indian Ocean Territory (Chagos Archipelago)
44102,hD565,Cultural Will,47,2024-02-06,21.73,100,Papua New Guinea
84968,rZ016,Over Present,17,2025-01-24,33.01,89,Russian Federation
76942,su296,Where Thus,33,2024-09-05,74.57,55,Vietnam
19906,ah312,Traditional Accept,5,2024-01-04,30.96,42,Colombia
93403,VV627,Tax Until,47,2024-10-01,53.01,17,Saint Vincent and the Grenadines
64837,DX166,Window Who,16,2025-08-08,88.4,3,Syrian Arab Republic
46323,KQ882,Effect Compare,3,2023-09-06,87.67,72,Isle of Man
49614,KX136,Per Throw,7,2024-08-24,92.49,75,Samoa
35444,iD633,Cell Establish,36,2025-02-03,44.85,5,Liberia
60275,dL692,Painting Play,6,2024-06-09,22.57,46,Cook Islands
67240,lW347,Wish Reach,47,2024-09-26,26.37,87,Sierra Leone
28561,Rc836,Beat Figure,40,2024-05-21,65.98,75,Marshall Islands
43236,Vn896,Onto Wish,25,2025-05-28,5.91,44,Malta
55701,pQ911,West Make,23,2023-12-06,55.55,46,El Salvador
71695,Vh846,Us Over,8,2024-07-10,33.2,13,Palestinian Territory
54021,va015,Various Garden,21,2024-01-31,98.94,59,Martinique
75420,LE986,Beat Sport,35,2024-07-06,19.88,73,Belize
55004,jx926,Under Choice,14,2024-03-01,67.2,56,Saudi Arabia
76622,Sr401,Play Term,27,2024-12-03,6.36,29,Cayman Islands
23581,Wa039,Current Trouble,7,2025-01-06,15.23,81,Iraq
16322,qN341,Project Article,28,2025-04-27,24.58,32,Croatia
20150,MT139,Agree Owner,9,2024-11-10,9.32,72,Puerto Rico
63261,Fm074,Leader Measure,14,2023-09-26,12.04,29,Tajikistan
68817,bv378,Discuss Growth,29,2024-09-14,99.86,3,Netherlands Antilles
85680,HF349,Study White,30,2023-10-20,80.65,47,Bulgaria
66774,RT149,Require Politics,21,2025-06-27,49.88,29,Sao Tome and Principe
80599,wr636,Car Nation,19,2025-02-13,61.15,54,New Caledonia
45305,go741,Direction Fire,36,2024-04-08,66.14,49,Martinique
64857,Xm472,Public Hand,5,2025-08-03,72.86,83,Canada
91130,hg755,Language Area,14,2023-12-21,82.89,69,Sweden
62111,kt088,Low Behind,10,2025-01-05,5.4,43,Saint Martin
71603,VG956,Fight Century,18,2024-10-30,92.06,98,Kyrgyz Republic
90416,cO314,West Stand,38,2025-02-25,12.27,64,Portugal
36675,jd864,Special Hotel,38,2025-07-16,7.24,22,Lesotho
94859,Jp264,Population Page,48,2025-03-30,27.88,49,South Africa
23358,Xi611,Wide Surface,30,2024-02-13,27.77,22,Ethiopia
67018,Pk214,Building Spring,22,2024-12-29,10.56,77,Poland
68556,GP710,Service Fight,10,2023-09-19,14.24,75,Taiwan
21038,zk638,Draw Marriage,29,2023-12-03,75.43,38,Russian Federation
63443,uh997,Human White,32,2024-05-29,23.61,71,French Polynesia
38426,My896,Age Music,21,2024-04-12,40.0,65,Dominican Republic
72530,wK622,Modern Community,36,2024-09-15,22.59,22,Malta
83827,fT871,Thus Common,44,2025-06-01,4.33,14,Mauritania
24950,Nx102,Remember Present,43,2025-05-30,39.71,48,Italy
37035,XN265,Share Value,20,2024-01-03,19.94,2,Pitcairn Islands
23008,Cp496,Brother Lawyer,35,2025-01-05,40.89,25,South Africa
57045,Kd236,Plant Director,47,2025-05-05,15.92,76,Liberia
20156,Vs966,They Real,16,2024-12-22,38.24,41,Algeria
81619,Yu756,Result Maintain,4,2024-05-02,86.0,70,Lebanon
74458,ZJ895,Finally Manager,46,2025-01-29,77.41,46,Belgium
31401,CS919,Into Get,48,2025-06-15,54.39,60,Uruguay
